Name,What,Region,Country,Lat,Long,Elev ft.,Pop est
Yedapani,city,Kerala,India,12.44,75.15,830,53044
Yedeyil,city,Kerala,India,12.35,75.08,45,64563
Yednad,city,Kerala,India,12.61,74.99,272,53528
Yednir,city,Kerala,India,12.52,75.07,288,63163
Yenmakaje,city,Kerala,India,12.65,75.09,830,54103
Yenmakaje,city,Kerala,India,12.69,75.11,187,58088
Yeranipaya,city,Kerala,India,12.5,75.16,262,53044
Yerinjeriadka,city,Kerala,India,12.52,75.13,406,53044
Yeriyal,city,Kerala,India,12.48,75.11,150,53044
Yeriyal,city,Kerala,India,12.52,74.97,85,53291
Yerole,city,Kerala,India,12.43,75.05,154,46590
Yevandur,city,Kerala,India,12.54,75.22,830,51086
